Date,Time,BakV(V),EscT(°C),EscT(°C),Cels(V),GAlt(m),GSpd(kmh),Hdg(°),Gvs(m/s),Sats,5104,5105,GPS,Date,Alt(m),VFR(%),AltR(m),VSpR(m/s),GeaV(V),RSSI(dB),TRSS(dB),TQly,RxV(V),VSpd(m/s),ASpd(kmh),EscR(rpm),EscC(mAh),EscV(V),EscA(A),EscT(°C),Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2026-03-24,14:57:52.620,7.88,0,0,23.94,632.5,34.6,335.81,-1.7,16,18007890,109,47.303263 8.739005,2026-03-24 13:53:14,201.9,100,194.4,1.64,6.00,52,58,92,6.10,1.06,42.9,0,0,23.9,0.0,28,0,-440,1024,-137,-6,-1024,-306,-1024,-1024,1,1,1,1,1,1,-1,-1,0x0000000000100010,1542,1548,988,1486,1270,1754,1489,2012,1420,1570,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:57:53.120,7.88,0,0,23.94,632.7,34.9,343.59,-1.7,17,17981318,109,47.303263 8.738973,2026-03-24 13:53:14,201.9,100,194.7,1.05,6.00,53,54,92,6.10,1.40,42.9,0,0,23.9,0.0,28,0,-603,1024,-319,-6,-1024,-306,-1024,-1024,1,1,1,1,1,1,-1,-1,0x0000000000100010,1520,1597,988,1456,1266,1734,1489,2012,1424,1588,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:57:53.620,7.87,0,0,23.94,632.9,34.7,356.64,-0.9,16,17967654,109,47.303316 8.738955,2026-03-24 13:53:19,202.3,100,194.8,0.35,6.00,52,58,91,6.10,-0.36,42.9,0,0,23.9,0.0,28,0,-603,1024,-406,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1492,1594,988,1447,1235,1760,1492,2012,1454,1576,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:57:54.120,7.87,0,0,23.94,633.0,34.8,3.92,-0.9,17,17928308,114,47.303373 8.738955,2026-03-24 13:53:19,202.6,100,195.2,0.39,6.00,52,55,90,6.10,1.77,40.5,0,0,23.9,0.0,28,0,-499,1024,-13,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1544,1565,988,1494,1260,1777,1492,2012,1433,1557,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:57:54.620,7.87,0,0,23.94,633.0,35.1,7.13,-0.9,15,17885184,116,47.303443 8.738961,2026-03-24 13:53:19,203.0,100,195.5,0.56,6.00,54,58,90,6.10,1.77,37.1,0,0,23.9,0.0,28,0,-3,1024,0,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1533,1486,988,1510,1213,1834,1492,2012,1464,1525,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:57:55.120,7.87,0,0,23.94,633.9,34.7,18.40,-0.9,16,17822270,116,47.303500 8.738980,2026-03-24 13:53:19,203.5,100,196.0,0.64,6.00,51,56,93,6.10,1.03,35.6,0,0,23.9,0.0,28,0,-1,1024,1,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1532,1486,988,1510,1212,1834,1492,2012,1464,1525,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:57:55.620,7.87,0,0,23.94,634.7,34.9,27.00,-1.0,15,17822270,117,47.303500 8.739011,2026-03-24 13:53:19,204.1,100,196.5,0.73,6.00,48,54,93,6.10,1.03,35.3,0,0,23.9,0.0,28,0,-373,1024,-154,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1532,1537,988,1478,1240,1787,1492,2012,1445,1557,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:57:56.120,7.87,0,0,23.94,634.8,35.3,27.00,-0.8,15,17752726,120,47.303543 8.739011,2026-03-24 13:53:19,204.6,100,197.0,0.94,6.00,39,52,80,6.10,1.78,34.9,0,0,23.9,0.0,28,210,-806,1024,-193,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1529,1677,988,1466,1252,1767,1384,2012,1438,1570,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:57:56.620,7.87,0,0,23.94,634.7,35.3,27.00,-0.8,15,17752726,120,47.303543 8.739011,2026-03-24 13:53:19,204.4,100,197.2,0.94,6.00,39,46,80,6.10,0.34,34.6,0,0,23.9,0.0,28,-1,-3,1024,0,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1533,1486,988,1510,1213,1834,1493,2012,1464,1525,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:57:57.120,7.87,0,0,23.94,633.7,38.0,33.79,0.6,15,17752726,120,47.303543 8.739011,2026-03-24 13:53:19,204.2,98,196.5,0.89,6.00,44,54,53,6.10,0.34,34.6,0,0,23.9,0.0,28,-1,-1,1024,0,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1532,1486,988,1510,1212,1834,1493,2012,1464,1525,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:57:57.620,7.87,0,0,23.94,633.3,41.2,46.51,0.3,14,17904744,117,47.303543 8.739011,2026-03-24 13:53:19,204.2,77,195.7,0.33,6.00,45,52,53,6.10,-3.52,35.5,0,0,23.9,0.0,28,239,-476,1024,1,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1544,1560,988,1497,1259,1781,1376,2012,1434,1554,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:57:58.120,7.87,0,0,23.94,633.2,41.2,49.54,0.2,14,17908890,119,47.303543 8.739250,2026-03-24 13:53:19,203.3,77,195.9,-0.17,6.00,44,52,74,6.10,0.69,37.0,0,0,23.9,0.0,28,366,-1,1024,-2,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1532,1486,988,1510,1212,1834,1314,2012,1464,1525,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:57:58.620,7.87,0,0,23.94,633.1,41.2,49.94,0.3,15,17913938,119,47.303743 8.739250,2026-03-24 13:53:19,203.2,99,195.9,0.02,6.00,44,53,74,6.10,0.69,37.0,0,0,23.9,0.0,28,420,-409,1024,-45,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1540,1548,988,1491,1251,1785,1293,2012,1439,1554,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:57:59.120,7.87,0,0,23.94,632.9,43.0,49.94,0.3,17,17943758,107,47.303743 8.739353,2026-03-24 13:53:19,203.3,99,195.8,0.05,6.00,42,48,86,6.10,-0.35,38.2,0,0,23.9,0.0,28,446,-514,1024,-126,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1537,1569,988,1478,1255,1772,1275,2012,1435,1564,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:57:59.620,7.88,0,0,23.94,632.5,43.0,49.94,0.3,17,17977346,107,47.303786 8.739433,2026-03-24 13:53:19,203.3,100,195.5,0.00,6.00,47,56,59,6.10,0.01,39.7,0,0,23.9,0.0,28,1,-1,1024,-1,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1532,1486,988,1510,1212,1834,1492,2012,1464,1525,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:00.120,7.88,0,0,23.94,632.5,45.2,63.03,0.3,17,17997288,107,47.303836 8.739433,2026-03-24 13:53:19,203.5,85,195.9,0.34,6.00,44,50,59,6.10,0.01,41.5,0,0,23.9,0.0,28,213,-428,1024,121,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1551,1549,988,1516,1258,1794,1389,2012,1434,1545,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:00.620,7.88,0,0,23.94,633.1,44.7,65.17,0.3,17,17997288,114,47.303870 8.739433,2026-03-24 13:53:19,203.7,85,196.0,0.44,6.00,41,51,86,6.10,0.01,42.4,0,0,23.9,0.0,28,2,-439,1024,11,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1544,1551,988,1499,1255,1786,1491,2012,1436,1551,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:01.120,7.88,0,0,23.94,633.5,44.7,71.74,-0.5,18,17997288,114,47.303893 8.739433,2026-03-24 13:53:19,203.9,100,196.5,0.39,6.00,42,52,86,6.10,0.01,43.7,0,0,23.9,0.0,28,142,-328,1024,2,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1541,1529,988,1501,1244,1797,1423,2012,1443,1545,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:01.620,7.88,0,0,23.94,633.6,46.7,76.76,-0.4,17,17894650,114,47.303913 8.739755,2026-03-24 13:53:19,203.9,100,196.6,0.32,6.00,47,53,73,6.10,0.35,42.9,0,0,23.9,0.0,28,453,-403,1024,74,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1547,1543,988,1509,1254,1793,1272,2012,1436,1546,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:02.120,7.88,0,0,23.94,634.0,47.9,81.61,-0.5,17,17847544,114,47.303913 8.739755,2026-03-24 13:53:19,204.8,92,197.0,0.31,6.00,55,63,73,6.10,0.35,42.6,0,0,24.0,0.0,28,370,-30,1024,-1,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1533,1489,988,1509,1215,1831,1312,2012,1462,1526,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:02.620,7.88,0,0,23.94,634.3,48.9,93.41,-0.6,17,17847544,114,47.303913 8.739978,2026-03-24 13:53:19,204.8,97,197.4,0.70,6.00,57,60,85,6.10,1.41,42.0,0,0,24.0,0.0,28,122,-377,1024,-156,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1532,1538,988,1477,1240,1787,1433,2012,1445,1557,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:03.120,7.88,0,0,23.94,634.4,49.4,96.05,-0.4,17,17784992,116,47.303913 8.739978,2026-03-24 13:53:28,205.1,97,197.9,0.83,6.00,57,63,85,6.10,0.00,42.0,0,0,23.9,0.0,28,109,-563,1024,-258,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1521,1582,988,1463,1247,1767,1439,2012,1442,1570,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:03.620,7.88,0,0,23.94,634.1,51.6,102.59,0.0,16,17784992,116,47.303896 8.740091,2026-03-24 13:53:28,205.1,100,197.6,0.13,6.00,54,55,96,6.10,0.00,42.1,0,0,23.9,0.0,28,4,-445,1024,-261,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1519,1552,988,1464,1240,1775,1491,2012,1447,1566,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:04.120,7.88,0,0,23.94,633.9,51.6,115.02,0.1,17,17834770,106,47.303896 8.740245,2026-03-24 13:53:28,204.4,100,197.3,-0.52,6.00,54,59,94,6.10,-0.35,42.0,0,0,23.9,0.0,28,-143,-3,1024,-104,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1526,1486,988,1495,1207,1830,1564,2012,1467,1531,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:04.620,7.88,0,0,23.94,634.1,56.2,126.83,-0.1,18,17834770,109,47.303896 8.740353,2026-03-24 13:53:28,204.6,100,197.2,-0.26,6.00,50,52,94,6.10,-0.35,42.3,0,0,23.9,0.0,28,0,-1,1024,0,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1532,1486,988,1510,1212,1834,1492,2012,1464,1525,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:05.120,7.88,0,0,23.94,634.3,56.2,132.31,-0.1,18,17811992,109,47.303810 8.740353,2026-03-24 13:53:31,204.8,100,197.5,0.31,6.00,50,53,94,6.10,0.71,42.8,0,0,23.9,0.0,28,275,-352,1024,4,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1542,1533,988,1501,1247,1795,1358,2012,1442,1546,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:05.620,7.88,0,0,23.94,634.4,57.0,138.46,-0.2,18,17793400,109,47.303723 8.740450,2026-03-24 13:53:31,205.1,100,197.8,0.54,6.00,47,54,94,6.10,1.38,43.9,0,0,23.9,0.0,28,404,-255,1024,1,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1539,1517,988,1503,1237,1805,1296,2012,1448,1541,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:06.120,7.88,0,0,23.94,634.3,58.3,138.46,-0.2,16,17785330,110,47.303723 8.740536,2026-03-24 13:53:31,204.9,100,197.9,0.54,6.00,46,53,88,6.10,0.00,45.1,0,0,23.9,0.0,28,388,-336,1024,-211,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1525,1531,988,1472,1233,1789,1303,2012,1450,1557,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:06.620,7.88,0,0,23.94,634.2,60.2,149.69,0.0,15,17803096,112,47.303650 8.740638,2026-03-24 13:53:31,204.9,100,198.1,0.26,6.00,51,57,88,6.10,0.00,45.1,0,0,23.9,0.0,28,356,-300,1024,-385,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1490,1524,988,1456,1215,1785,1319,2012,1466,1562,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:07.120,7.88,0,0,23.94,634.7,60.2,155.57,-0.2,17,17803096,107,47.303570 8.740698,2026-03-24 13:53:31,205.8,100,198.5,0.52,6.00,49,54,85,6.10,1.40,49.6,0,0,23.9,0.0,28,371,-322,1024,-432,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1477,1528,988,1449,1213,1780,1312,2012,1469,1565,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:07.620,7.87,0,0,23.94,635.4,61.4,165.73,-0.9,16,17750890,107,47.303480 8.740698,2026-03-24 13:53:33,206.4,100,199.0,0.75,6.00,49,54,91,6.10,1.40,52.0,0,0,23.9,0.0,28,377,-177,1024,-433,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1472,1506,988,1453,1199,1797,1309,2012,1478,1556,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:08.120,7.87,0,0,23.94,635.4,61.1,165.73,-1.3,16,17625082,110,47.303356 8.740731,2026-03-24 13:53:33,207.6,99,199.9,1.07,6.00,50,52,91,6.10,1.04,55.8,0,0,23.9,0.0,28,358,-1,1024,-354,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1489,1486,988,1468,1189,1821,1318,2012,1482,1542,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:08.620,7.87,0,0,23.94,637.4,58.0,180.67,-1.9,16,17510442,110,47.303356 8.740745,2026-03-24 13:53:33,208.7,99,201.3,1.59,6.00,47,52,82,6.10,1.04,56.7,0,0,23.9,0.0,28,426,-4,1024,-363,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1486,1486,988,1466,1189,1820,1285,2012,1482,1542,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:09.120,7.88,0,0,23.94,639.1,55.9,180.67,-2.0,16,17348510,110,47.303266 8.740735,2026-03-24 13:53:33,210.0,99,202.6,2.20,6.00,51,57,82,6.10,3.15,57.1,0,0,23.9,0.0,28,449,-438,1024,-532,-5,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1446,1551,988,1432,1213,1761,1274,2012,1473,1578,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:09.620,7.88,0,0,23.94,639.1,55.9,194.44,-1.6,17,17240234,109,47.303266 8.740735,2026-03-24 13:53:33,211.2,99,204.2,2.20,6.00,54,59,88,6.10,2.47,58.9,0,0,23.9,0.0,28,502,169,1024,-538,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1428,1467,988,1443,1170,1810,1248,2012,1501,1551,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:10.120,7.88,0,0,23.94,639.9,56.2,203.59,-1.3,17,17210398,111,47.303266 8.740696,2026-03-24 13:53:35,212.0,98,204.5,1.76,6.00,56,62,88,6.10,1.40,60.5,0,0,23.9,0.0,28,474,-680,1024,-413,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1490,1619,988,1446,1235,1759,1262,2012,1455,1577,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:10.620,7.88,0,0,23.94,640.1,55.8,206.07,-1.3,16,17145380,110,47.302990 8.740696,2026-03-24 13:53:35,212.5,100,204.8,0.51,6.00,57,59,95,6.10,0.70,62.5,0,0,23.9,0.0,28,489,43,1024,-550,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1423,1481,988,1441,1168,1809,1254,2012,1503,1552,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:11.120,7.88,0,0,23.92,640.7,56.1,215.79,-1.5,16,17145380,110,47.302990 8.740578,2026-03-24 13:53:35,212.5,100,205.0,0.42,6.00,60,64,95,6.10,-0.70,62.4,0,0,23.9,0.0,28,508,-288,1024,-525,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1443,1522,988,1437,1199,1779,1245,2012,1482,1568,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:11.620,7.88,0,0,23.92,644.1,54.6,219.26,-2.1,16,16936624,110,47.302920 8.740503,2026-03-24 13:53:35,215.6,100,206.9,1.81,6.00,58,63,95,6.10,4.18,61.5,0,0,23.9,0.0,28,472,377,1024,-503,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1442,1436,988,1449,1174,1812,1262,2012,1497,1549,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:12.120,7.88,0,0,23.92,645.1,49.4,222.51,-3.7,16,16593650,110,47.302860 8.740503,2026-03-24 13:53:38,215.6,100,209.2,3.53,6.00,60,69,95,6.10,6.37,59.6,0,0,23.9,0.0,28,539,-2,1024,-123,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1524,1486,988,1493,1205,1830,1230,2012,1467,1532,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:12.620,7.89,0,0,23.92,647.0,46.6,223.51,-3.6,16,16593650,110,47.302806 8.740403,2026-03-24 13:53:38,219.0,100,210.9,3.48,6.00,58,68,95,6.10,2.78,55.3,0,0,23.9,0.0,28,523,-355,1024,-239,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1521,1534,988,1469,1233,1786,1238,2012,1451,1559,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:13.120,7.89,0,0,23.92,647.0,45.1,227.08,-3.6,17,16326321,107,47.302806 8.740403,2026-03-24 13:53:38,219.4,100,211.6,2.00,6.00,56,58,93,6.10,1.05,53.1,0,0,23.9,0.0,28,517,-305,1024,-242,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1519,1525,988,1470,1227,1791,1240,2012,1454,1556,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:13.620,7.89,0,0,23.92,647.0,45.7,234.30,-1.6,17,16326321,107,47.302743 8.740245,2026-03-24 13:53:38,219.7,100,212.1,1.39,6.00,57,64,93,6.10,1.05,48.3,0,0,23.9,0.0,28,502,-437,1024,-378,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1497,1551,988,1453,1230,1770,1248,2012,1457,1570,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:14.120,7.89,0,0,23.92,647.0,46.8,236.62,-0.5,17,16322434,107,47.302703 8.740245,2026-03-24 13:53:38,219.2,100,212.1,0.23,6.00,59,60,90,6.10,0.71,47.3,0,0,23.9,0.0,28,512,-454,1024,-385,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1496,1554,988,1451,1230,1768,1243,2012,1456,1571,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:14.620,7.89,0,0,23.92,647.3,48.5,241.85,-0.4,18,16354668,106,47.302660 8.740153,2026-03-24 13:53:40,219.7,100,212.1,-0.08,6.00,57,62,90,6.10,-0.35,47.6,0,0,23.9,0.0,28,651,-1,1024,3,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1533,1486,988,1510,1212,1834,1175,2012,1464,1524,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:15.120,7.89,0,0,23.92,647.7,49.6,251.07,-0.6,18,16354067,107,47.302660 8.740153,2026-03-24 13:53:40,220.4,100,212.4,0.28,6.00,56,67,96,6.10,-0.35,49.1,0,0,23.9,0.0,28,625,-435,1024,-408,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1488,1550,988,1449,1226,1769,1188,2012,1460,1571,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:15.620,7.89,0,0,23.92,649.0,48.0,256.90,-1.2,16,16354067,111,47.302660 8.739906,2026-03-24 13:53:40,220.4,100,213.4,1.20,6.00,54,60,86,6.10,2.12,50.7,0,0,23.9,0.0,28,634,129,1024,-607,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1399,1471,988,1432,1160,1804,1183,2012,1511,1556,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:58:16.120,7.88,0,0,23.92,650.2,45.7,266.91,-2.1,17,16090283,107,47.302623 8.739906,2026-03-24 13:53:40,222.8,100,215.0,2.12,6.00,56,63,86,6.10,3.16,51.9,0,0,24.0,0.0,28,641,-252,1024,-225,-6,-1024,-306,-1024,-1024,0,1,1,1,1,1,-1,-1,0x0000000000100008,1520,1517,988,1473,1223,1798,1180,2012,1456,1552,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
